Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
4.5,457 Ratings,Key Specs & Features of MSI Modern 14 A10M-652IN (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit IPS Display , No , Intel Core i5 (10th Gen) , 10510U , 1.8GHz , 8 MB , Intel UHD , 8GB , Up to 32GB ,1, DDR4 ,2666,null, 512GB , 1.19 Kg , 322 x 222.9 x 15.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with multi-touch gesture support , Backlit Keyboard , No 
4.5,570 Ratings,Key Specs & Features of HP x360 14-dh1181TU (299S7PA) (Intel Core i3 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," WLED Backlit IPS Micro-edge Multitouch Display (45% NTSC Color Gamut, 250 nits Brightness, 157 PPI, 80.90% Screen to Body Ratio) ", Yes , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 16 MB , Intel UHD , 8GB ,null,1, DDR4 , 2666MHz ,null, 256GB , 1.58 Kg , 322 x 223 x 19.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Full-size Island-style Natural Silver Backlit Keyboard , No 
4.3,220 Ratings,Key Specs & Features of Razer RZ09-02812E71-R3U1 (Intel Core i7 (8th Gen) 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , LED Display , No , Intel Core i7 (8th Gen) , 8565U , 1.8GHz , 8 MB , NVIDIA GeForce MX150 , 4 GB , 16GB ,1, LPDDR3 , 2133MHz ,null, 256GB , 1.32 Kg , 304.6 x 210 x 14.8 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null, Li-Ion ,null, Glass touchpad , Keyboard with Razer Chroma single-zone full key backlighting and anti-ghosting technology , No 
4.5,457 Ratings,Key Specs & Features of MSI Modern 14 A10M-652IN (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit IPS Display , No , Intel Core i5 (10th Gen) , 10510U , 1.8GHz , 8 MB , Intel UHD , 8GB , Up to 32GB ,1, DDR4 ,2666,null, 512GB , 1.19 Kg , 322 x 222.9 x 15.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with multi-touch gesture support , Backlit Keyboard , No 
4.1,64 Ratings,Key Specs & Features of Lenovo 5 (81X100NCIN) (Intel Core i3 (10th Gen) 4GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Glossy IPS Display (250 nits Brightness) , Yes , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 , 3200MHz ,null, 256GB , 1.5 Kg , 321.5 x 217.5 x 17.9 , Graphite Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , English Backlit Keyboard , No 
4.3,128 Ratings,Key Specs & Features of HP 13-an0045tu (5SE71PA) (Intel Core i5 (8th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED , Diagonal F IPS BrightView Micro-edge WLED-Backlit Display , No , Intel Core i5 (8th Gen) , 8265U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 , 2400MHz ,null, 128GB , 1.3 Kg , 311 x 211 x 15.4 , Mineral Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 37 W AC Adapter W , 2 Cell , Li-Ion ,null, HP Imagepad with Multi-Touch Gesture Support , Full-size island-style Backlit Keyboard , Yes 
4.3,25 Ratings,Key Specs & Features of Lenovo Y540 (81SX00GHIN) (Intel Core i5 (9th Gen) 8GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Anti-glare Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1660 , 6 GB , 8GB ,1, DDR4 , 2666MHz ,null, 1TB , 2.3 Kg , 365 x 260 x 25.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with multi-touch gesture support , Standard Notebook Keyboard , No 
4.5,4 Ratings,Key Specs & Features of Lenovo 5i (82AU00CFIN) (Intel Core i5 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , WVA Anti-glare Display , No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA Geforce GTX 1650 , 4 GB , 8GB ,1, DDR4 , 2933MHz ,null, 512GB , 2.3 Kg , 363.06 x 259.61 x 26.1 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 60 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
5,5 Ratings,Key Specs & Features of Microsoft Surface Book 2 (FUX-00001) (Intel Core i7 (8th Gen) 16GB 6GB Graphics Windows 8.1), Windows 10 Professional , 15 inch , 3240 x 2160 pixels , LED , WQXGA LED Backlit Pixel Sense with Multi-touch Display , Yes , Intel Core i7 (8th Gen) , 8650U , 1.9GHz , 8 MB , NVIDIA GeForce GTX 1060 , 6 GB , 16GB ,1, LPDDR3 , 1866MHz ,null, 512GB , 1.9 Kg , 342.9 x 250.69 x 22.8 , Silver , 1 Year ," Surface Book2 , Batteries, Power Adapter, Quick Start Guide, Safety and Warranty Documents ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 95 W AC Adapter W ,null, Li-Ion , 17 Hrs , Touchpad with Multi-touch Gesture Support , Detachable keyboard , No 
4.3,25 Ratings,Key Specs & Features of Lenovo Y540 (81SX00GHIN) (Intel Core i5 (9th Gen) 8GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Anti-glare Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1660 , 6 GB , 8GB ,1, DDR4 , 2666MHz ,null, 1TB , 2.3 Kg , 365 x 260 x 25.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with multi-touch gesture support , Standard Notebook Keyboard ,null
null,null,Key Specs & Features of Lenovo S940 (81Q7003PIN) (Intel Core i7 (8th Gen) 16GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i7 (8th Gen) , 8565U , 1.8GHz , 8 MB , Intel UHD 620 , 16GB ,null,1, DDR4 , 2400MHz ,null, 1TB , 1.2 Kg , 319.3 x 197.4 x 12.2 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 52 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4,13 Ratings,Key Specs & Features of HP x360 13-ap0121tu (6DA87PA) (Intel Core i5 (8th Gen) 8GB Windows 8.1), Windows 10 Professional , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , Diagonal F IPS Anti-glare Micro-edge WLED-Backlit Display , Yes , Intel Core i5 (8th Gen) , 8265U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 , 2400MHz ,null, 256GB , 1.32 Kg , 308.8 x 217.9 x 14.5 , Poseidon Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 61 W AC Adapter W , 4 Cell , Li-Po ,null, HP Imagepad with Multi-Touch Gesture Support , Full-size island-style Backlit Keyboard , No 
5,2 Ratings,Key Specs & Features of Dell 15 9500 (D560031WIN9S) (Intel Core i7 (10th Gen) 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 3840 x 2400 pixels , LED , Ultra + InfinityEdge Touch Anti-Reflective Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA Geforce GTX 1650 Ti with Max-Q , 16GB , Up to 32GB ,2, DDR4 , 2933MHz ,null, 512GB , 2.05 Kg , 345 x 230 x 18 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , English International Backlit Keyboard , No 
5,5 Ratings,Key Specs & Features of Asus GX502LXS-HF081T (Intel Core i7 (10th Gen) 32GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare IPS Display with G-Sync (300 nits Brightness, 72% NTSC Color Gamut, 3 ms Response Time (G2G), 178/178 Viewing Angle, 1000:1 Contrast Ratio, 100% sRGB, 75.36% Adobe, Pantone Validated) ", No , Intel Core i7 (10th Gen) , 10875H , 2.3GHz , 16 MB , NVIDIA Geforce RTX 2080 Super with Max-Q Design , 32GB , Up to 32GB ,1, DDR4 , 3200MHz ,null, 1TB , 1.90 Kg , 360 x 252 x 18.9 , Black , 1 Year ," Laptop, Battery, AC Adaptor, User Guide and Manuals ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard Per-Key RGB ,null
null,78 Ratings,Key Specs & Features of Lenovo V110-15AST (80TD0001US) (AMD A6 APU 4GB 500GB HDD Windows 8.1), Windows 10 Professional , 15.6 inch , 1366 x 768 pixels , LED , LED Backlit Display , No , AMD Dual-Core A6 APU ,9210, 2.8GHz , 2 MB , AMD Radeon R4 , 4GB , Up to 8GB ,1, DDR4 , 2133MHz , HDD SATA , 500GB , 2.10 Kg , 381 x 261.62 x 22.8 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", Yes , DVD Writer , Headphone + Microphone Combo Jack , 24 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad , Standard Notebook Keyboard , No 
4.3,593 Ratings,Key Specs & Features of Asus S410UA-EB796T (Intel Core i3 (8th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview IPS Display , No , Intel Core i3 (8th Gen) , 8130U , 2.2GHz , 4 MB , Intel UHD 620 , 8GB , Up to 16GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.3 Kg , 326 x 226 x 18.8 , Gold , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Illuminated Chiclet Keyboard ,null
4.3,593 Ratings,Key Specs & Features of Asus S410UA-EB796T (Intel Core i3 (8th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview IPS Display , No , Intel Core i3 (8th Gen) , 8130U , 2.2GHz , 4 MB , Intel UHD 620 , 8GB , Up to 16GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.3 Kg , 326 x 226 x 18.8 , Gold , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Illuminated Chiclet Keyboard ,null
4.1,"2,077 Ratings",Key Specs & Features of Lenovo 510 (80S700DRIH) (Intel Core i3 (6th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Display , Yes , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3 MB , Intel HD 520 , 4GB ,null,1, DDR4 , 2133MHz , HDD SATA , 1TB , 1.7 Kg , 336 x 232 x 20.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack ,null,null, Li-Ion ,null, Touchpad , Standard Keyboard , No 
4.1,"2,077 Ratings",Key Specs & Features of Lenovo 510 (80S700DRIH) (Intel Core i3 (6th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit Display , Yes , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3 MB , Intel HD 520 , 4GB ,null,1, DDR4 , 2133MHz , HDD SATA , 1TB , 1.7 Kg , 336 x 232 x 20.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack ,null,null, Li-Ion ,null, Touchpad , Standard Keyboard , No 
null,null,Key Specs & Features of Asus M515DA-EJ002TS (Athlon 3050U 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC Color Gamut, 83% Screen-to-body Ratio, 16:9 Aspect Ratio) ", No , AMD Dual-Core Athlon , 3050U , 2.3GHz , 4 MB , AMD Radeon , 4GB , Up to 12GB ,1, DDR4 ,null, HDD SATA , 1TB , 2 Kg , 360 x 234 x 19.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard with Num-key ,null
3.7,17 Ratings,Key Specs & Features of Acer A514-52G (NX.HT6SI.001) (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit IPS ComfyView Display (16:9 Aspect Ratio) , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA Geforce MX350 , 8GB , Up to 12GB ,1, DDR4 ,null,null, 512GB , 1.6 Kg , 328.8 x 236 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Acer FineTip Keyboard with International Language Support , No 
3.7,17 Ratings,Key Specs & Features of Acer A514-52G (NX.HT6SI.001) (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , LED Backlit IPS ComfyView Display (16:9 Aspect Ratio) , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA Geforce MX350 , 8GB , Up to 12GB ,1, DDR4 ,null,null, 512GB , 1.6 Kg , 328.8 x 236 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Acer FineTip Keyboard with International Language Support , No 
4.1,11 Ratings,Key Specs & Features of Asus X509FJ-EJ501T (Intel Core i5 (8th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i5 (8th Gen) , 8265U , 1.6GHz , 6 MB , NVIDIA GeForce MX230 , 8GB , Up to 12GB ,1, DDR4 , 2133MHz ,null, 512GB , 1.6 Kg , 360.2 x 234.9 x 22.9 , Transparent Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 32 W AC Adapter W , 2 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard , Yes 
4.2,5 Ratings,Key Specs & Features of Acer A515-56 (NX.A1GSI.005) (Intel Core i3 (11th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit ComfyView Display (16:9 Aspect Ratio) , No , Intel Core i3 (11th Gen) , 1115G4 , 4.0GHz , 6 MB , Intel UHD , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.65 Kg , 363.4 x 238.5 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ",null," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , FineTip Keyboard with Independent Numeric Keypad (International Language Support) , No 
3.9,"8,728 Ratings",Key Specs & Features of Lenovo 130-15IKB (81H700BEIN) (Intel Core i3 (7th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i3 (7th Gen) , 7020U , 2.3GHz , 3 MB , Intel HD 620 , 4GB , Up to 12GB ,2, DDR4 , 2133MHz , HDD SATA , 1TB , 2.1 Kg , 375 x 253 x 22.7 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion , 5.5 Hrs , Touchpad with Multi-Touch Gestures Enabled ,,null
3.6,159 Ratings,Key Specs & Features of Dell 14 3405 (D552134WIN9BE) (Ryzen 3 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-glare Display , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 5 MB , AMD Radeon , 4GB , Up to 16GB ,2, DDR4 , 2400MHz , HDD SATA , 1TB , 1.59 Kg , 329 x 240 x 20 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No , Yes , Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion , 10 Hrs , Touchpad with Multi-Touch Gestures Enabled , English International Non Backlit Keyboard ,null
null,null,Key Specs & Features of Lenovo L340 (81LK01QTIN) (Intel Core i5 (9th Gen) 8GB 1TB HDD 3GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1050 , 3 GB , 8GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.19 Kg , 363 x 254.6 x 23.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W ,null, Li-Ion , 9 Hrs , Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
3.6,18 Ratings,Key Specs & Features of Lenovo Gaming 3 (82EY00JTIN) (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 7 , 4800H , 2.9GHz , 12 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 3200MHz , HDD SATA , 1TB , 2.2 Kg , 359 x 249.6 x 24.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter ,null, Li-Po , 6.7 Hrs , Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard ,null
null,null,Key Specs & Features of Lenovo (81Y400VBIN) (Intel Core i5 (10th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare IPS Display (250 nits Brightness, 16:9 Aspect Ratio, 45% Color Gamut) ", No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA GeForce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 2933MHz , HDD SATA , 1TB , 2.2 Kg , 359 x 250 x 25 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 135 W AC Adapter W ,null, Li-Po , 8 Hrs , Touchpad with Multi-Touch Gestures Enabled , English Blue LED Backlit Keyboard ,null
4.3,20 Ratings,Key Specs & Features of Lenovo Gaming 3 (82EY00U7IN) (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 3-Sided Narrow Bezel) ", No , AMD Hexa-Core Ryzen 5 , 4600H , 3.0GHz , 11 MB , NVIDIA GeForce GTX 1650 , 8GB , Up to 16GB ,2, DDR4 , 3200MHz , HDD SATA , 1TB , 2.2 Kg , 359 x 249.6 x 24.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 135 W AC Adapter W ,null, Li-Ion , 6.7 Hrs , Touchpad with Multi-Touch Gestures Enabled , Blue LED Backlit Keyboard with Larger Arrow Keys ,null
4.7,419 Ratings,Key Specs & Features of Acer AN515-54-51M5 (NH.Q5UAA.001) (Intel Core i5 (9th Gen) 8GB 2TB HDD 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1660 Ti , 8GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 2TB , 2.49 Kg , 363.22 x 254 x 25.4 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No , No , Headphone + Microphone Combo Jack , 135 W AC Adapter W , 4 Cell , Li-Ion , 8 Hrs , Touchpad with Multi-Touch Gestures Enabled ,,null
null,null,Key Specs & Features of Acer A515-56 (NX.A1ESI.006) (Intel Core i5 (11th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," , high-brightness Acer ComfyView LED-backlit TFT LCD Display ", No , Intel Core i5 (11th Gen) , 1135G7 ,null, 8 MB , Intel Iris Xe , 8GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.65 Kg , 363.4 x 238.5 x 17.9 , Pure Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion , 9.5 Hrs , Touchpad with Multi-Touch Gestures Enabled , FineTip Keyboard with Independent Standard Numeric Keypad , No 
4,248 Ratings,Key Specs & Features of Acer A315-23-R96Y (NX.HVUSI.00F) (Ryzen 3 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit ComfyView IPS Display (16:9 Aspect Ratio) , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 5 MB , AMD Radeon , 4GB , Up to 12GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 363.4 x 250.5 x 19.9 , Pure Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No , Yes , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion , 9 Hrs , Touchpad with Multi-Touch Gestures Enabled , FineTip Keyboard with Independent Numeric Keypad (International Language Support) ,null
